;;DESTINATION;;;;;;;;;;;;;;;;;;;;;;;
9:30;Buikslotermeer;2;1;2;8;3;0;1;10;2;1;1;3;9;6;3;10;3;0;8;4;0;1;4;11
9:45;Buikslotermeer;5;4;1;6;5;3;1;6;1;0;8;2;6;3;5;5;4;2;6;1;0;0;2;2
10:00;Buikslotermeer;3;2;0;8;1;3;0;1;0;0;5;1;0;4;1;2;0;0;2;1;2;1;0;1
10:15;Buikslotermeer;4;1;0;2;4;3;3;1;2;0;6;2;3;1;5;1;2;0;4;2;2;1;0;1
10:30;Buikslotermeer;3;3;0;1;3;0;2;2;0;0;3;3;5;6;4;5;1;0;1;1;2;0;2;4
10:45;Buikslotermeer;2;2;0;6;2;4;0;5;1;0;5;3;2;5;3;5;2;1;2;0;1;1;0;5
11:00;Buikslotermeer;1;2;1;3;3;3;2;1;0;1;3;3;2;1;1;3;3;1;1;1;2;1;1;5
11:15;Buikslotermeer;4;2;1;0;2;3;2;2;1;1;4;3;1;5;2;3;2;0;4;1;1;1;0;6
11:30;Buikslotermeer;1;0;0;2;1;0;1;0;0;1;1;2;1;5;3;5;2;1;4;5;2;0;0;4
11:45;Buikslotermeer;1;1;1;1;0;2;2;5;1;0;1;4;4;4;2;1;2;1;3;1;1;2;2;2
12:00;Buikslotermeer;4;1;1;7;1;3;4;4;0;0;6;4;5;5;5;1;5;0;3;5;0;2;2;3
12:15;Buikslotermeer;4;1;0;5;4;1;3;5;0;1;7;3;2;4;3;7;5;1;8;2;2;1;0;9
12:30;Buikslotermeer;5;1;0;11;7;0;3;6;0;1;5;0;6;5;5;2;8;1;4;6;1;0;2;4
12:45;Buikslotermeer;6;1;0;5;1;3;1;4;3;1;8;4;4;5;5;7;2;1;5;1;1;2;1;7
13:00;Buikslotermeer;2;3;0;2;7;4;0;7;1;0;2;2;5;7;4;1;8;1;6;6;1;3;2;2
13:15;Buikslotermeer;1;2;1;0;5;2;1;3;1;1;0;1;5;5;1;3;6;0;5;1;0;0;0;3
13:30;Buikslotermeer;3;3;0;4;6;3;1;5;0;0;5;0;4;4;5;1;3;1;3;3;1;0;1;4
13:45;Buikslotermeer;3;1;0;1;2;4;3;1;0;1;1;0;2;5;2;2;4;1;2;2;1;1;2;2
14:00;Buikslotermeer;4;3;1;4;3;1;2;4;0;0;6;2;4;4;1;1;5;0;5;1;1;2;1;3
14:15;Buikslotermeer;3;0;1;5;3;4;0;0;1;1;0;1;1;6;5;0;4;0;2;0;1;0;0;1
14:30;Buikslotermeer;3;0;0;2;1;4;3;4;0;0;1;2;1;3;1;0;3;1;1;2;0;1;1;1
14:45;Buikslotermeer;3;0;0;1;4;4;1;4;1;1;5;2;1;6;2;2;3;0;4;4;1;1;1;3
15:00;Buikslotermeer;1;2;1;3;0;3;3;2;1;0;0;3;3;2;4;1;4;0;4;5;1;0;2;2
15:15;Buikslotermeer;2;3;0;2;1;3;2;4;1;0;4;1;5;2;2;1;5;0;4;5;2;0;1;0
15:30;Buikslotermeer;3;3;1;0;1;2;3;2;1;1;2;3;2;4;2;1;3;1;2;6;0;1;1;5
15:45;Buikslotermeer;3;3;1;6;3;2;1;0;1;1;4;3;2;5;2;3;5;0;0;4;2;0;2;4
16:00;Buikslotermeer;4;4;2;18;6;4;1;5;3;1;4;7;11;7;12;7;1;1;10;3;1;1;2;6
16:15;Buikslotermeer;4;6;1;23;15;3;2;6;6;1;16;1;14;2;5;14;1;0;17;0;2;1;6;2
16:30;Buikslotermeer;4;1;3;10;2;5;2;12;0;3;1;8;7;14;10;15;6;2;15;3;4;3;1;9
16:45;Buikslotermeer;11;7;3;11;2;3;1;7;3;1;15;2;11;5;10;1;15;2;0;13;0;1;1;8
17:00;Buikslotermeer;7;2;3;23;9;6;1;16;5;2;2;6;11;12;10;15;13;2;2;18;6;4;3;19
17:15;Buikslotermeer;11;8;0;8;4;3;7;3;1;1;14;5;0;9;10;8;1;1;17;5;5;5;6;4
17:30;Buikslotermeer;7;1;1;12;18;10;3;19;2;0;13;9;7;0;11;16;16;1;2;10;0;3;3;1
17:45;Buikslotermeer;14;8;3;17;14;11;7;3;1;0;13;11;17;1;3;9;6;2;5;21;5;3;5;1
18:00;Buikslotermeer;8;2;1;4;11;12;4;22;4;1;6;8;6;17;10;5;20;4;22;21;5;3;3;2
18:15;Buikslotermeer;7;5;1;6;19;12;1;18;2;1;20;4;3;5;10;7;2;1;12;3;4;3;4;18
18:30;Buikslotermeer;6;6;1;3;3;4;4;15;4;2;3;3;1;0;4;4;13;1;14;7;4;3;3;5
18:45;Buikslotermeer;1;4;0;3;9;0;1;11;2;2;2;7;7;9;2;2;9;2;5;9;2;3;4;1
19:00;Buikslotermeer;4;5;0;1;4;6;0;8;2;0;6;1;5;6;7;2;7;1;2;8;1;0;3;5
19:15;Buikslotermeer;4;0;1;7;3;2;2;0;1;1;1;2;2;6;3;2;2;1;5;0;2;1;2;0
19:30;Buikslotermeer;2;3;1;4;4;4;3;2;0;1;4;3;3;3;3;2;1;1;2;4;0;0;2;1
19:45;Buikslotermeer;2;2;0;5;3;3;0;6;2;1;4;0;1;3;1;4;5;1;4;5;1;2;1;6
20:00;Buikslotermeer;4;2;1;4;1;3;1;0;1;1;2;2;5;4;2;5;3;0;1;1;1;1;1;4
20:15;Buikslotermeer;3;3;0;2;5;1;1;4;0;1;4;4;4;4;4;0;3;1;3;2;2;2;1;3
20:30;Buikslotermeer;2;0;0;4;2;2;2;3;1;1;2;3;4;3;4;2;0;1;3;1;0;1;2;2
20:45;Buikslotermeer;3;2;0;4;3;1;0;2;1;1;2;2;0;2;1;3;4;1;3;2;1;1;0;1
21:00;Buikslotermeer;1;1;0;1;3;2;1;1;1;1;0;0;1;1;0;4;1;1;0;1;1;1;1;1
21:15;Buikslotermeer;1;2;0;6;2;3;1;4;0;0;2;3;4;2;4;3;1;0;2;1;1;1;1;1
21:30;Buikslotermeer;2;1;0;6;4;1;0;0;0;0;1;1;1;1;2;4;3;1;4;4;1;0;1;3
21:45;Buikslotermeer;3;1;1;4;3;0;1;3;1;0;1;2;3;5;3;3;2;0;3;0;1;0;1;5
22:00;Buikslotermeer;1;3;0;7;6;3;3;2;0;0;5;4;1;3;4;0;1;1;1;1;1;1;0;2
22:15;Buikslotermeer;3;1;0;1;5;3;2;3;2;1;2;1;0;4;3;0;3;1;5;4;0;2;2;2
22:30;Buikslotermeer;2;1;0;1;4;2;1;2;1;1;4;1;4;1;3;3;3;0;1;3;1;1;1;2
22:45;Buikslotermeer;0;1;1;4;2;0;1;3;1;1;0;1;2;1;1;4;4;1;1;2;2;1;0;3
23:00;Buikslotermeer;0;0;0;3;3;1;0;3;1;0;0;1;3;2;0;0;2;1;1;1;0;1;1;2
23:15;Buikslotermeer;1;0;0;1;1;2;0;2;0;0;3;0;0;3;0;1;0;0;2;2;1;1;0;0
23:30;Buikslotermeer;2;0;0;0;1;2;1;3;0;0;1;1;1;1;2;1;2;0;1;1;1;0;1;3
23:45;Buikslotermeer;2;0;0;2;1;2;0;1;0;0;2;0;2;0;1;1;1;0;1;1;0;1;0;1
0:00;Centraal;0;1;0;2;1;0;0;1;1;0;2;1;1;0;0;0;2;0;1;0;1;0;0;0
0:15;Centraal;1;0;0;0;1;0;0;1;0;0;1;0;0;0;0;1;1;0;1;1;0;0;1;0
0:30;Centraal;0;0;0;1;1;0;0;1;0;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0
0:45;Centraal;1;0;0;1;0;0;0;1;0;0;1;0;0;0;1;1;0;0;1;1;0;0;0;0
1:00;Centraal;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0
1:15;Centraal;0;0;0;1;1;0;0;0;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0
1:30;Centraal;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1
1:45;Centraal;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0
2:00;Centraal;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
2:15;Centraal;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;1
2:30;Centraal;0;0;0;1;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
2:45;Centraal;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0
3:00;Centraal;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0
3:15;Centraal;0;0;0;0;1;0;0;1;0;0;0;0;0;1;1;0;0;0;1;0;0;0;0;0
3:30;Centraal;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0
3:45;Centraal;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0
4:00;Centraal;0;0;0;1;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;1;0;0;0;1
4:15;Centraal;0;0;0;1;0;0;0;1;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0
4:30;Centraal;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0
4:45;Centraal;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
5:00;Centraal;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
5:15;Centraal;0;0;0;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1
5:30;Centraal;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;1
5:45;Centraal;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
6:00;Centraal;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0
6:15;Centraal;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0
6:30;Centraal;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0
6:45;Centraal;1;1;0;0;1;0;0;1;0;0;1;1;0;1;1;0;1;0;1;1;0;0;0;0
7:00;Centraal;1;1;0;0;1;2;1;2;1;0;2;2;0;1;2;0;2;0;2;2;1;0;1;2
7:15;Centraal;1;3;1;4;5;0;3;4;1;0;1;0;5;4;2;1;1;0;6;6;1;1;2;3
7:30;Centraal;9;4;0;5;7;5;4;8;1;0;1;7;12;13;9;3;12;1;5;5;1;4;4;14
7:45;Centraal;10;3;4;6;18;5;9;2;1;0;23;12;5;21;11;10;20;2;10;5;5;0;1;20
8:00;Centraal;13;4;2;11;11;2;11;1;7;1;20;12;8;2;8;12;5;1;16;18;1;4;7;10
8:15;Centraal;2;9;3;8;4;12;10;4;4;3;9;7;11;3;5;7;5;1;20;8;7;1;5;13
8:30;Centraal;6;8;2;12;3;1;5;18;6;2;5;6;17;7;4;1;7;3;5;16;6;6;1;20
8:45;Centraal;6;9;1;2;22;7;5;0;1;1;10;14;6;10;16;15;12;2;2;4;2;5;4;7
9:00;Centraal;3;8;2;9;18;11;11;2;5;2;17;10;8;3;16;2;15;1;22;13;6;6;3;2
9:15;Centraal;6;6;1;6;5;4;5;12;2;1;4;2;3;1;11;4;9;1;12;10;1;4;1;14
9:30;Centraal;8;6;2;9;11;6;2;2;0;1;1;7;1;12;8;6;2;0;11;0;2;4;2;8
9:45;Centraal;2;0;1;1;5;4;4;7;2;1;3;3;2;2;6;6;3;1;6;6;1;3;0;0
10:00;Centraal;2;2;0;1;5;2;0;5;2;1;0;1;3;1;5;4;2;0;1;3;0;1;0;3
10:15;Centraal;0;2;1;0;2;1;3;3;2;0;4;1;4;2;4;4;5;1;1;0;0;1;0;5
10:30;Centraal;0;1;0;5;2;1;1;3;2;0;5;1;0;2;3;0;4;1;1;5;1;0;1;2
10:45;Centraal;0;0;1;2;4;1;1;4;1;1;3;1;2;6;2;5;2;1;1;5;1;1;1;1
11:00;Centraal;3;3;0;8;5;0;3;2;1;0;5;2;2;5;4;2;1;0;2;3;1;1;0;1
11:15;Centraal;3;1;1;5;3;1;2;3;1;0;1;1;5;6;3;3;6;1;2;0;2;0;1;3
11:30;Centraal;3;0;1;2;2;1;0;3;1;0;4;3;2;5;4;2;6;1;2;5;2;0;2;5
11:45;Centraal;0;2;1;6;4;1;1;0;0;0;0;0;5;3;0;2;3;1;1;5;2;2;2;5
12:00;Centraal;3;2;1;4;0;3;1;6;1;1;3;4;0;5;1;5;3;1;0;0;2;1;2;1
12:15;Centraal;1;3;1;4;6;3;2;9;2;1;0;4;5;5;5;3;1;0;8;3;3;1;1;7
12:30;Centraal;3;1;0;4;3;0;0;5;2;1;9;6;2;8;6;5;0;1;8;2;2;2;3;5
12:45;Centraal;5;4;0;3;6;5;4;7;2;0;8;5;6;6;4;6;5;1;7;2;0;0;2;4
13:00;Centraal;5;2;1;10;5;6;2;7;0;1;0;4;5;8;4;3;1;1;7;8;2;1;1;8
13:15;Centraal;5;1;0;1;5;0;3;7;2;1;7;3;4;3;4;2;6;1;7;5;1;2;1;6
13:30;Centraal;2;3;0;0;0;2;3;4;1;0;1;1;2;2;0;5;6;1;0;4;1;1;2;4
13:45;Centraal;1;3;0;1;2;3;1;1;2;1;4;4;4;1;1;0;2;0;3;6;1;1;1;2
14:00;Centraal;3;1;1;5;4;0;1;3;1;1;5;1;1;6;3;4;6;1;3;1;1;1;1;5
14:15;Centraal;3;1;1;6;1;3;0;6;0;0;3;0;4;1;4;5;5;1;4;1;1;1;0;3
14:30;Centraal;3;2;1;7;3;2;1;6;1;1;3;1;1;6;4;4;0;0;2;3;0;1;1;2
14:45;Centraal;0;3;1;8;3;2;1;5;1;0;4;2;1;4;2;3;5;1;4;2;1;2;0;1
15:00;Centraal;2;1;0;2;2;0;3;1;2;1;5;3;3;4;1;1;0;0;2;0;2;1;1;2
15:15;Centraal;2;3;0;4;1;3;1;4;2;1;2;3;5;2;4;2;6;1;3;3;1;1;1;3
15:30;Centraal;3;2;0;4;1;2;1;6;1;1;3;4;4;4;1;3;5;0;5;1;2;0;0;5
15:45;Centraal;2;1;1;7;6;3;1;5;0;1;2;1;2;5;4;4;4;0;4;1;1;1;2;4
16:00;Centraal;7;2;2;19;14;6;4;10;3;0;6;9;7;10;4;2;9;0;7;10;2;2;3;11
16:15;Centraal;12;6;2;9;12;12;7;15;3;3;14;6;12;13;0;7;15;1;2;1;5;0;4;3
16:30;Centraal;7;1;2;14;13;11;5;2;4;3;1;9;4;18;5;15;8;0;18;3;6;1;5;9
16:45;Centraal;12;1;1;6;1;5;5;4;4;1;17;3;3;2;10;8;11;3;2;6;2;5;5;5
17:00;Centraal;6;10;0;9;3;7;10;17;2;1;7;2;0;8;11;16;13;0;11;19;4;4;4;4
17:15;Centraal;10;4;3;18;3;14;9;0;1;0;17;8;13;12;4;11;10;3;16;11;4;5;6;7
17:30;Centraal;11;8;4;2;11;10;3;1;0;2;14;7;15;21;0;7;17;3;20;21;4;5;1;14
17:45;Centraal;4;5;3;23;8;0;3;8;6;2;7;10;1;5;2;11;9;2;9;19;5;5;6;20
18:00;Centraal;2;0;3;19;14;13;10;19;5;2;22;2;7;17;18;4;18;0;8;5;1;3;6;14
18:15;Centraal;11;1;3;18;1;12;7;4;2;4;5;10;19;10;5;12;17;3;16;18;6;3;1;23
18:30;Centraal;2;2;1;7;8;9;5;2;5;2;2;9;10;6;3;5;11;1;6;5;1;3;5;12
18:45;Centraal;8;3;2;8;2;5;3;12;1;2;1;7;9;5;6;5;6;1;4;1;1;0;2;8
19:00;Centraal;3;3;0;7;7;5;3;0;1;1;3;4;5;1;4;7;1;1;4;1;2;3;2;5
19:15;Centraal;3;1;1;3;2;2;3;6;1;0;3;2;4;3;0;4;5;1;4;6;1;0;2;1
19:30;Centraal;0;1;1;3;2;2;1;5;0;1;0;3;1;4;1;2;2;1;4;1;1;2;0;4
19:45;Centraal;2;1;0;2;2;1;2;0;1;0;5;3;4;1;4;1;2;1;3;1;2;1;1;2
20:00;Centraal;0;1;1;7;4;2;2;2;2;0;5;2;5;1;2;4;3;1;3;4;1;2;0;4
20:15;Centraal;3;1;1;1;4;1;3;3;0;1;2;4;3;5;1;2;4;1;2;3;0;2;1;4
20:30;Centraal;1;0;0;5;4;1;2;4;0;0;4;0;3;1;4;0;3;0;4;0;1;0;1;3
20:45;Centraal;1;1;1;4;5;2;2;4;1;1;4;3;2;2;1;3;2;0;1;1;1;0;0;0
21:00;Centraal;0;0;1;1;5;2;2;3;1;0;3;3;2;2;2;0;2;0;0;4;2;0;1;4
21:15;Centraal;3;2;0;1;1;3;1;5;0;1;3;2;1;1;4;3;3;0;1;1;0;1;1;1
21:30;Centraal;3;1;0;4;2;1;2;0;2;0;3;0;3;2;2;2;3;0;4;5;1;1;0;2
21:45;Centraal;4;2;1;3;1;3;1;1;1;1;6;3;1;2;4;0;2;1;2;4;0;1;0;3
22:00;Centraal;3;2;0;7;3;0;2;2;1;0;1;4;3;2;5;5;5;0;3;1;1;0;2;5
22:15;Centraal;1;0;0;1;5;0;3;3;2;0;3;1;5;3;1;4;4;1;1;3;1;1;0;6
22:30;Centraal;3;1;1;1;3;2;1;1;1;0;2;3;1;1;3;2;2;0;4;4;0;1;1;4
22:45;Centraal;2;1;0;1;4;3;1;2;1;0;5;2;4;3;4;4;3;1;0;0;0;1;0;4
23:00;Centraal;0;2;0;4;2;2;1;1;1;0;3;1;2;3;1;1;1;0;0;3;1;1;0;2
23:15;Centraal;2;0;1;1;0;2;1;1;0;1;0;1;1;2;2;1;2;0;1;1;0;0;1;1
23:30;Centraal;2;1;0;3;2;2;1;2;1;1;0;2;1;2;1;2;0;0;2;2;0;0;1;0
23:45;Centraal;1;1;1;3;0;2;1;2;1;0;3;2;1;3;2;1;2;0;2;1;0;1;0;3
0:00;Dam;0;0;0;0;2;1;0;1;0;0;1;1;1;1;1;1;1;0;2;1;0;0;0;0
0:15;Dam;0;1;0;0;1;1;0;1;0;0;1;0;0;1;0;0;1;0;1;0;0;0;0;0
0:30;Dam;0;0;0;1;1;0;0;1;0;0;1;1;1;0;1;1;1;0;0;1;0;0;0;1
0:45;Dam;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
1:00;Dam;0;0;0;1;1;0;0;1;0;0;1;0;0;0;0;0;1;0;1;0;0;0;0;1
1:15;Dam;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
1:30;Dam;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;1
1:45;Dam;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2:00;Dam;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;1;0;0;0;0;1
2:15;Dam;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2:30;Dam;0;0;0;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
2:45;Dam;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0
3:00;Dam;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1
3:15;Dam;0;0;0;0;0;0;0;1;0;0;1;0;0;0;1;0;1;0;0;0;0;0;0;1
3:30;Dam;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3:45;Dam;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;0;1
4:00;Dam;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
4:15;Dam;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;1;1;0;0;0;0
4:30;Dam;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0
4:45;Dam;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1
5:00;Dam;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;1;1;0;0;0;0;0;0;0
5:15;Dam;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0
5:30;Dam;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
5:45;Dam;0;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0;0;1;1;0;0;0;0
6:00;Dam;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;0;1;0;0;1;0;0;0;0
6:15;Dam;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0
6:30;Dam;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
6:45;Dam;0;1;0;1;2;1;0;1;0;0;1;1;0;1;1;1;1;0;1;1;0;0;0;0
7:00;Dam;1;1;0;2;0;2;1;1;1;0;2;2;0;1;1;1;1;0;2;2;0;1;0;2
7:15;Dam;4;2;0;6;5;1;0;2;1;0;3;3;1;6;0;4;5;0;6;1;1;1;1;0
7:30;Dam;2;4;2;3;10;4;5;3;3;0;10;2;4;0;3;2;3;2;2;5;2;1;0;9
7:45;Dam;15;12;2;8;22;4;6;22;6;0;12;8;9;9;11;11;14;3;20;14;2;2;1;1
8:00;Dam;3;4;1;23;3;14;3;2;5;2;20;5;1;16;1;15;3;3;1;16;6;7;3;10
8:15;Dam;1;1;2;19;3;3;3;17;1;3;7;12;8;11;5;8;8;1;7;18;1;5;4;3
8:30;Dam;8;1;2;18;1;3;6;15;1;3;2;11;7;19;10;15;16;0;7;17;5;6;2;3
8:45;Dam;10;9;1;2;20;4;8;13;2;2;6;1;10;18;5;14;9;3;21;17;4;3;6;18
9:00;Dam;0;2;4;16;14;13;1;16;4;1;21;10;16;14;7;14;7;1;16;20;6;2;6;1
9:15;Dam;7;6;1;4;10;4;4;8;4;0;4;7;11;7;1;6;11;1;9;13;3;1;2;7
9:30;Dam;4;5;1;12;1;3;5;10;2;1;6;5;9;5;8;9;7;0;10;4;0;1;0;8
9:45;Dam;1;4;0;8;1;3;2;1;2;1;6;2;6;2;5;0;8;1;4;2;1;0;2;9
10:00;Dam;0;1;0;3;6;3;2;2;1;1;2;3;3;4;5;4;1;1;3;3;2;1;1;2
10:15;Dam;3;1;1;0;2;2;2;4;1;1;2;3;4;2;4;1;6;0;5;0;2;2;1;5
10:30;Dam;2;1;1;4;6;4;1;1;0;1;6;4;3;1;5;2;1;1;4;3;0;2;1;5
10:45;Dam;0;1;1;4;6;2;2;4;1;0;1;3;3;3;0;2;1;1;2;3;1;2;1;4
11:00;Dam;1;0;0;5;3;2;2;2;2;0;0;2;0;3;0;3;4;0;0;1;0;1;1;0
11:15;Dam;2;0;0;1;4;2;1;2;2;0;5;1;2;2;4;0;3;1;4;4;1;2;2;0
11:30;Dam;2;3;1;5;1;3;2;5;0;1;4;2;3;3;0;5;5;1;4;3;1;0;2;2
11:45;Dam;0;1;1;4;6;1;0;3;2;1;4;4;2;5;2;4;5;1;4;6;1;1;0;4
12:00;Dam;4;2;0;9;1;3;3;4;1;1;6;1;4;5;5;1;6;1;1;7;0;1;0;5
12:15;Dam;1;1;1;11;5;2;3;6;2;0;3;0;5;5;2;6;7;1;6;7;1;1;2;5
12:30;Dam;0;0;1;3;4;1;0;3;1;0;4;3;2;7;1;4;2;1;7;5;2;2;0;5
12:45;Dam;1;3;1;5;6;5;2;6;1;1;4;4;5;3;3;5;6;2;4;9;2;2;0;0
13:00;Dam;4;1;0;12;1;2;3;6;2;0;6;0;6;1;4;6;0;0;5;5;2;2;2;8
13:15;Dam;0;0;1;4;5;2;3;5;0;1;7;4;5;7;1;2;7;0;3;7;1;1;1;0
13:30;Dam;0;3;1;5;4;2;1;0;2;0;5;0;5;2;3;1;0;1;6;3;1;0;1;3
13:45;Dam;4;3;0;2;4;1;2;3;2;0;4;0;1;4;3;3;4;0;0;5;1;1;1;1
14:00;Dam;1;1;0;4;4;4;2;1;2;1;3;1;4;3;0;2;4;1;4;3;2;2;2;0
14:15;Dam;3;1;1;2;6;1;1;1;0;1;1;1;1;5;4;2;1;0;3;4;2;1;1;3
14:30;Dam;1;2;1;8;3;3;1;3;1;0;5;2;4;5;1;4;6;1;0;1;2;1;0;2
14:45;Dam;2;2;0;3;4;3;1;3;1;1;4;3;1;2;4;4;4;0;5;5;1;0;1;4
15:00;Dam;2;0;1;3;5;3;0;3;0;0;4;1;3;2;3;4;0;0;2;5;1;1;2;3
15:15;Dam;4;2;1;4;0;3;2;2;1;0;4;2;1;4;1;5;4;1;4;3;2;1;2;0
15:30;Dam;2;0;1;8;6;1;0;2;0;0;6;1;0;3;2;2;3;0;2;2;1;0;1;1
15:45;Dam;3;2;1;6;1;3;1;1;1;1;4;2;4;5;3;4;4;1;1;1;2;2;0;5
16:00;Dam;4;2;3;1;5;1;7;2;1;2;1;8;11;3;9;9;2;1;10;2;2;2;1;12
16:15;Dam;4;1;1;3;14;9;3;6;5;1;7;12;9;2;2;0;11;1;18;15;5;5;1;1
16:30;Dam;1;4;1;11;3;11;6;18;6;0;4;3;15;13;4;13;15;2;10;11;4;0;5;15
16:45;Dam;1;3;0;17;7;1;8;16;1;3;4;8;15;1;5;11;11;3;16;17;4;5;1;3
17:00;Dam;1;8;2;6;3;5;0;4;6;1;18;12;16;4;12;5;20;3;12;7;4;6;2;10
17:15;Dam;8;8;1;20;21;8;5;3;4;2;7;10;8;11;16;0;12;3;13;2;6;6;7;4
17:30;Dam;8;7;1;21;17;2;10;1;4;3;18;10;13;8;3;7;1;3;5;8;4;6;4;9
17:45;Dam;3;2;3;20;15;0;10;10;6;1;11;12;4;5;3;0;8;2;7;8;7;0;4;13
18:00;Dam;13;5;2;29;3;1;7;14;7;2;20;12;18;2;4;7;16;3;16;7;2;6;4;11
18:15;Dam;4;6;3;18;21;12;12;17;5;1;7;4;8;22;6;8;19;3;1;13;6;7;4;16
18:30;Dam;2;4;0;2;1;3;6;12;3;2;9;7;9;8;8;9;3;2;1;1;1;1;3;8
18:45;Dam;2;1;0;7;9;4;1;6;2;0;8;8;2;7;3;8;7;2;7;7;0;1;0;6
19:00;Dam;1;3;0;7;9;1;3;0;2;1;3;2;1;8;5;4;8;1;5;2;2;3;1;1
19:15;Dam;2;2;1;7;1;1;3;4;2;0;4;3;0;2;2;4;2;0;5;4;2;0;0;2
19:30;Dam;2;2;0;6;2;4;2;5;1;1;5;0;2;3;2;4;6;0;3;3;0;1;0;0
19:45;Dam;4;1;1;2;2;1;1;4;1;0;6;2;4;3;1;5;1;1;6;4;0;1;0;5
20:00;Dam;4;2;0;0;4;3;1;4;1;1;5;1;1;5;3;4;6;0;0;2;0;1;1;1
20:15;Dam;4;1;0;4;3;3;1;3;1;1;6;2;3;3;0;5;2;1;3;5;1;1;1;2
20:30;Dam;2;2;1;6;3;2;0;2;1;1;4;2;1;2;2;2;4;0;1;2;1;0;0;0
20:45;Dam;1;2;0;3;0;1;1;3;0;0;4;0;1;2;2;3;4;0;3;2;0;1;1;2
21:00;Dam;0;2;1;6;1;2;2;1;1;1;3;3;2;0;3;3;2;0;2;2;1;0;0;1
21:15;Dam;2;1;0;5;2;0;1;5;2;0;4;1;4;4;4;1;2;0;4;2;1;1;0;4
21:30;Dam;2;0;1;2;4;2;1;3;1;0;1;2;3;3;2;2;4;0;2;1;1;1;0;2
21:45;Dam;1;3;1;4;6;4;3;0;1;0;2;2;1;1;2;3;3;0;4;0;1;0;1;0
